Result,Exit_Velocity,Launch_Angle,Distance,Direction,Pitch,Pitch_Type
field_out,85,14,160,Pull,96.1,4-Seam Fastball
home_run,109.2,25,409,Opposite,96,Sinker
field_out,73.7,-17,8,Straightaway,88.5,Slider
single,106.2,0,44,Pull,92.1,4-Seam Fastball
field_out,92.1,-11,13,Straightaway,96.5,4-Seam Fastball
single,79.3,15,197,Straightaway,77.1,Curveball
single,89.3,-7,21,Straightaway,88.3,Sinker
single,92.9,-11,14,Straightaway,81.7,Slider
single,92.9,0,46,Opposite,85.2,Slider
field_out,99.3,-10,17,Pull,94.3,4-Seam Fastball
field_out,77.1,4,71,Straightaway,91.6,Cutter
field_out,85.1,52,243,Opposite,89.1,Slider
field_out,96.4,6,98,Straightaway,89.7,2-Seam Fastball
single,105.5,13,213,Straightaway,90,4-Seam Fastball
field_out,102.2,-1,34,Pull,84.7,Changeup
home_run,111.7,28,472,Straightaway,91,4-Seam Fastball
single,86.7,16,217,Opposite,96.9,4-Seam Fastball
field_out,68.5,-11,14,Pull,97.6,4-Seam Fastball
double,99.6,5,95,Pull,89.6,2-Seam Fastball
field_out,49.2,-36,4,Pull,93.9,2-Seam Fastball
field_out,93.8,34,349,Straightaway,92,4-Seam Fastball
field_out,97.5,-9,15,Pull,80.1,Changeup
field_out,86.3,32,318,Straightaway,91.1,4-Seam Fastball
home_run,106.4,29,418,Straightaway,90,4-Seam Fastball
field_out,93.2,41,347,Straightaway,92.9,4-Seam Fastball
single,101,1,66,Opposite,86.8,Changeup
field_out,69.5,54,185,Straightaway,78.3,Slider
double,106,20,365,Opposite,80.8,Slider
field_out,90.3,42,303,Opposite,96.9,4-Seam Fastball
field_out,94.1,-9,9,Pull,97.5,4-Seam Fastball
field_out,81.9,76,60,Pull,92.2,4-Seam Fastball
single,96.9,11,182,Pull,86.1,Changeup
field_out,97.2,31,382,Opposite,85.9,Slider
field_out,73.2,-63,1,Opposite,92.9,4-Seam Fastball
field_out,98.7,27,371,Opposite,81.5,Curveball
home_run,106.9,28,405,Opposite,95.6,4-Seam Fastball
field_out,84.4,-23,5,Straightaway,96.6,4-Seam Fastball
home_run,110.1,30,401,Pull,86,Cutter
field_out,101,0,43,Pull,86.3,Cutter
field_out,69.9,-15,8,Pull,88.1,Cutter
field_out,83.6,63,178,Opposite,90.3,4-Seam Fastball
field_out,80.1,48,240,Opposite,94.4,4-Seam Fastball
field_out,86.2,-17,8,Pull,81.9,Changeup
field_out,93.7,-23,5,Straightaway,89.7,Sinker
home_run,106.4,24,394,Opposite,90,Sinker
field_out,32.7,-20,6,Opposite,82.1,Changeup
field_out,59.4,-50,2,Straightaway,83.8,Changeup
single,94.4,11,145,Straightaway,82.9,Curveball
double,98.2,16,255,Opposite,88.2,Sinker
field_out,89.1,26,284,Opposite,88.3,Sinker
field_out,92.4,34,360,Pull,77.1,Curveball
single,89.1,8,124,Straightaway,77.9,Curveball
field_out,37.2,6,33,Opposite,88.8,4-Seam Fastball
single,110.7,11,237,Straightaway,88.8,4-Seam Fastball
field_out,101.3,-7,15,Straightaway,91.2,4-Seam Fastball
field_out,101.1,39,374,Straightaway,91.4,Sinker
field_out,102.3,32,404,Straightaway,87.1,Sinker
field_out,87.1,6,96,Pull,87.5,Sinker
field_out,82.5,8,99,Straightaway,88.8,Sinker
single,89.1,-11,11,Pull,92.2,4-Seam Fastball
single,75.5,24,228,Straightaway,89.6,Split-Finger
single,111.2,-16,6,Pull,89.8,Slider
field_out,88.9,-21,7,Pull,94.5,4-Seam Fastball
double,93.8,20,270,Pull,95.5,4-Seam Fastball
single,72,29,249,Straightaway,96.1,4-Seam Fastball
single,90.9,16,232,Pull,88.2,Slider
field_out,98.1,22,345,Pull,93.5,4-Seam Fastball
field_out,94.5,22,336,Opposite,88.3,Cutter
field_out,74.8,8,84,Straightaway,87.2,Sinker
field_out,105.4,20,374,Straightaway,88.9,Sinker
single,83.4,15,177,Straightaway,92.3,4-Seam Fastball
field_out,56.7,-21,6,Pull,96,4-Seam Fastball
field_out,91.6,1,47,Straightaway,83.6,Knuckle Curve
field_out,94.1,48,286,Straightaway,95.5,4-Seam Fastball
field_out,94.6,-18,6,Pull,85.3,Changeup
field_out,78.7,36,290,Straightaway,87.4,Changeup
field_out,77.7,2,52,Opposite,93.4,Sinker
single,81.5,25,268,Straightaway,83.5,Changeup
single,80.6,8,101,Straightaway,94.3,4-Seam Fastball
field_out,66.1,53,171,Opposite,99.7,4-Seam Fastball
double,99.1,12,188,Opposite,98.7,Sinker
field_out,90.2,-18,6,Straightaway,93.4,4-Seam Fastball
single,109.8,14,235,Pull,93.7,4-Seam Fastball
field_out,97.2,-7,12,Pull,93.7,Sinker
field_out,94.1,2,53,Straightaway,94.4,Sinker
field_out,96.7,-5,15,Pull,83.3,Slider
field_out,103.6,-8,12,Opposite,92.8,Sinker
field_out,87,-17,9,Pull,84,Slider
field_out,66.3,-24,3,Straightaway,86.5,Changeup
field_out,83.2,73,116,Opposite,76.3,Slider
home_run,103.7,37,399,Pull,95.4,Cutter
field_out,97.7,11,168,Pull,89.6,Cutter
field_out,89.4,-19,4,Pull,83.1,Slider
home_run,98,35,384,Pull,96.7,4-Seam Fastball
single,47.5,-30,4,Opposite,90.3,Sinker
single,90.8,-4,21,Opposite,91.8,Sinker
single,98.7,3,68,Straightaway,82.3,Slider
field_out,97.6,21,333,Straightaway,91.1,4-Seam Fastball
field_out,88.2,14,172,Pull,94.6,Sinker
single,100.3,15,241,Opposite,88.4,Sinker
field_out,93.6,28,354,Straightaway,89.6,Sinker
single,40.1,-37,3,Opposite,93.8,4-Seam Fastball
